year,bea_code,sector_name,target,net_social_output,fulfillment,harmony
2022,521CI,"Federal Reserve banks, credit intermediation, and related activities",393613.19514937996,313063.31707542244,0.7953577800068719,0.41963464017014673
2022,523,"Securities, commodity contracts, and investments",360433.74898830435,286673.7864348918,0.7953577800068717,0.41963464017014673
2022,524,Insurance carriers and related activities,423245.53614402347,336631.63002532884,0.7953577800068721,0.4196346401701468
2022,525,"Funds, trusts, and other financial vehicles",138810.62412212105,110404.10984313847,0.7953577800068714,0.4196346401701466
2022,HS,Housing,2389778.790243137,1900729.1533152887,0.7953577800068715,0.4196346401701466
2022,ORE,Other real estate,11515.679590297743,9159.085354209778,0.7953577800068824,0.41963464017015
2022,532RL,Rental and leasing services and lessors of intangible assets,151167.03671949505,120231.87873543479,0.7953577800068713,0.41963464017014657
2022,5411,Legal services,127115.01631872822,101101.91718480093,0.7953577800068716,0.4196346401701467
2022,5415,Computer systems design and related services,69115.11217001802,54971.242180471425,0.7953577800068713,0.41963464017014657
2022,5412OP,"Miscellaneous professional, scientific, and technical services",134261.30994352893,106785.77741749966,0.7953577800068714,0.4196346401701466
2022,55,Management of companies and enterprises,33044.78071179692,26282.423427748727,0.7953577800068727,0.419634640170147
2022,561,Administrative and support services,108150.28631705894,86018.17163224338,0.7953577800068701,0.4196346401701462
2022,562,Waste management and remediation services,20636.81395579484,16413.650534295804,0.7953577800068713,0.41963464017014657
2022,61,Educational services,329232.3404474253,261857.50340473073,0.7953577800068715,0.4196346401701466
2022,621,Ambulatory health care services,1215741.4869496394,966949.4501225182,0.7953577800068716,0.4196346401701467
2022,622,Hospitals,971200.9942462352,772452.266724152,0.7953577800068715,0.4196346401701466
2022,623,Nursing and residential care facilities,252589.56176450255,200899.0730979233,0.7953577800068715,0.4196346401701466
2022,624,Social assistance,265159.6346998983,210896.77840234415,0.7953577800068716,0.4196346401701467
2022,711AS,"Performing arts, spectator sports, museums, and related activities",104501.864248859,83116.3707555519,0.7953577800068712,0.4196346401701465
2022,713,"Amusements, gambling, and recreation industries",167978.3803210247,133602.91166128012,0.7953577800068712,0.4196346401701465
2022,721,Accommodation,211533.02390130018,168244.43628827858,0.7953577800068714,0.4196346401701466
2022,722,Food services and drinking places,741545.6673196037,589794.115733034,0.7953577800068713,0.41963464017014657
2022,81,"Other services, except government",526318.3724587685,418611.4122956358,0.7953577800068713,0.41963464017014657
2022,GFGD,Federal general government (defense),664613.1316656489,528605.2249650051,0.7953577800068714,0.4196346401701466
2022,GFGN,Federal general government (nondefense),360638.2279623856,286836.42037777504,0.7953577800068715,0.4196346401701466
2022,GFE,Federal government enterprises,15381.248196490134,12233.595419295089,0.7953577800068714,0.4196346401701466
2022,GSLG,State and local general government,2450126.1686692457,1948726.9102495136,0.7953577800068719,0.41963464017014673
2022,GSLE,State and local government enterprises,181829.72208691956,144619.68409831874,0.7953577800068714,0.4196346401701466
